rate,title,category,count,brief,author
,纳尼亚传奇：狮子、女巫和魔衣橱, 图书 / 虚构 ,1,"小女孩露西无意间躲进了衣橱里，她往里走，往里走……忽然，她发现自己竟然站在冰天雪地里——她来到了纳尼亚。这时的纳尼亚终年寒冬。 白女巫拥有可怕的魔法，她将反抗者们都变成了石头。古…
",

,还珠格格：第二部之风云再起, 图书 / 虚构 ,,"乾隆二十五年，新疆王将掌上明珠含香献给乾隆皇帝。小燕子、紫薇、永琪、尔康得知含香和心上人蒙丹的相恋故事，竟路见不平，决定要助有情人终成眷属，甚至把蒙丹偷带入宫…… 琼瑶，本名陈…
",

,丑女无敌：小说版（第1季）, 图书 / 虚构 ,1,"毕业于重点大学金融专业的女研究生林无敌，因为相貌的问题，屡次求职受挫。但家庭经济的困难让她不得不愈挫愈勇，继续四处投递简历，直到国内著名的广告公司“概念”给她打来了面试的电话。不…
",

,纳尼亚传奇：最后一战, 图书 / 虚构 ,,"在纳尼亚的大锅潭瀑布，阴险狡诈的无尾猿速移假借阿斯兰的名义与卡乐门人勾结，企图占领纳尼亚，纳尼亚的国王缇瑞安被囚禁。一千年前以阿斯兰之名的召唤回到纳尼亚的七位王者进入缇瑞安的梦境…
",

,还珠格格：第二部之浪迹天涯, 图书 / 虚构 ,,"开始逃亡的日子厄运连连，狼狈不堪，但小燕子和紫薇等人都以冒险犯难的心情迎接每一个惊心动魄的时刻，不但沿路打抱不平、斗鸡赌钱，还忙着卖艺赚生活费，破解小燕子的身世之谜，简直比在皇宫…
",

,家贼, 图书 / 虚构 ,4,"电视剧《买办之家》的热播，使观众对作者的身世产生了好奇。出生于天津卫买办之家的小少爷林希，二十世纪五十年代被打成年龄最小的胡风分子和学生右派，八十年代复出后以《相士无非子》、《高…
",

,还珠格格：第二部之生死相许, 图书 / 虚构 ,,"乾隆二十五年，新疆王将掌上明珠含香献给乾隆皇帝。小燕子、紫薇、永琪、尔康得知含香和心上人蒙丹的相恋故事，竟路见不平，决定要助有情人终成眷属，甚至把蒙丹偷带入宫…… 琼瑶，本名陈…
",

,烟雨濛濛, 图书 / 虚构 ,1,"书恒的离开，让依萍仿佛伫立在四周空寂无人的荒野中，忘了空间，也忘了时间，在这烟雨濛濛的穹苍里，她找不到已失落的自己…… 这是一段引人入胜、动人心弦、催人泪下、婉约缠绵的爱情故事。
…
",

,红楼梦（绣像珍藏本·共2册）, 图书 / 虚构 ,,"中国古典四大名著之一。原名《石头记》，在贾、史、王、薛四大家族兴衰的背景下，生动深刻地描绘了“木石前盟”“金玉良缘”的爱情悲剧，塑造了贾宝玉、林黛玉、薛宝钗、王熙凤等个性鲜明的艺…
",

,巴黎圣母院, 图书 / 虚构 ,1,"小说《巴黎圣母院》艺术地再现了四百多年前法王路易十一统治时期的真实历史，宫廷与教会如何狼狈为奸压迫人民群众，人民群众怎样同两股势力英勇斗争。小说中的反叛者吉卜赛女郎爱斯美拉达和面…
",

,蜀山战纪之剑侠传奇（第四部）, 图书 / 虚构 ,1,"蜀山五骑辞师寻剑，三大神剑认主归顺。武当山翠屏峰，青云妙计收剑灵，青索剑温顺地缠绕青云的手臂，化作一只青色的手镯，同时数道青色的耀眼光芒从手镯中升起，穿破洞顶，直指云霄。青崇山铸…
",

,密室之无可逃脱, 图书 / 虚构 ,,"经过了一段的沉寂后，柳飞云与李晓峰合伙开了家只有一名员工的皮包公司。在整整亏损了三个月之后，他们饥不择食地接下了自开张以来的第一单生意：调查一具四处游荡的尸体！随后，便陷入到了一…
",

,悲惨世界（下）, 图书 / 虚构 ,6,"《悲惨世界》(套装上下册)通过冉阿让等人的悲惨遭遇以及冉阿让被卞福汝主教感化后一系列令人感动的事迹，深刻揭露和批判了19世纪法国封建专制社会的腐朽本质及其罪恶现象，对穷苦人民在封建重…
",

,战地花开, 图书 / 虚构 ,,"《战地花开》长篇小说根据同名电视剧《战地花开》改编。故事置于抗战时期第一次湖南长沙保卫战的背景之下，围绕着一批年轻貌美且身份各异的姑娘们展开。 作者：李康
",

,悲惨世界（上）, 图书 / 虚构 ,,"这是法国十九世纪浪漫派领袖雨果继《巴黎圣母院》之后创作的又一部气势恢宏的鸿篇巨著。全书以卓越的艺术魅力，展示了一幅自1793年法国大革命至1832年巴黎人民起义期间，法国近代社会生活和政…
",

,追捕渣滓洞刽子手, 图书 / 虚构 ,,"历来的红岩故事只写渣滓洞监狱中志士的慷慨悲歌、视死如归。本书另辟蹊径，以档案史料和真实的历史为背景，以小说的笔法描写了重庆解放初期渣滓洞刽子手潜伏、破坏，公安机关挖潜、追逃的惊心…
",

,基督山伯爵：下册, 图书 / 虚构 ,,"《基督山伯爵》（又称《基督山恩仇记》）主要讲述19世纪一位名叫埃德蒙·当泰斯的大副即将获得幸福却遭到无端陷害后的悲惨遭遇，以及日后以基督山伯爵身份成功复仇的故事。哥特式的故事情节、…
",

,还珠格格：第三部之天上人间（中）, 图书 / 虚构 ,,"永琪和知画要成亲了？促成婚事的竟是小燕子？！乾隆南巡，又发生了什么事？夏盈盈和乾隆的忘年之爱，掀起了怎样的轩然大波？才华横溢的知画，怎会进了皇宫，成为五阿哥的新娘？紫薇和尔康有了…
",

,大栅栏, 图书 / 虚构 ,,"一个乡长的乡里故事。 我们都生活在一个又一个的圈子里，这圈子是用栅栏围成的，里面能看见外面，外面能看见里面。栅栏里是耕田，小麦、白菜、鲜花和杂草，都青翠翠地生长着…… 于文胜，男…
",

,最后一战（中英双语）, 图书 / 虚构 ,1,"前往魔法之地纳尼亚的终极旅程，是同邪恶的大决战。 纳尼亚……那里最后的国王英勇奋战，当悲伤的道别化作欢歌……冒险重又开始。 一只无尾猿无意中拣到一张狮子毛皮，劝诱他的朋友——头脑…
",

,继承者们（上）, 图书 / 虚构 ,,"这是一个高富帅和白富美的圈子，他们生下来便拥有一切，也注定被生意与争斗紧紧捆绑。在他们的人生里，没有相互喜欢，只有出于家族需要的联姻，这是坐拥一切的代价。可是，一定要向命运屈服吗…
",

,花红花火, 图书 / 虚构 ,,"女酿酒师花红被养父故意输给田树根，田树才代兄迎亲，新婚之夜，土匪陈三炮打劫田家，抢走新娘花红。田老爷临死留嘱永世不许田家向陈三炮复仇。花红酿的酒获国际金奖，有人在觊觎着田家酒坊，…
",

,基督山伯爵：上册, 图书 / 虚构 ,2,"《基督山伯爵》（又称《基督山恩仇记》）主要讲述19世纪一位名叫埃德蒙·当泰斯的大副即将获得幸福却遭到无端陷害后的悲惨遭遇，以及日后以基督山伯爵身份成功复仇的故事。哥特式的故事情节、…
",

,还珠格格：第三部之天上人间（下）, 图书 / 虚构 ,,"尔康战死沙场？紫薇決定殉情相随？！清缅战争，永琪、尔康、萧剑都上了战场，付出怎样惨痛的代价？尔康战死沙场，紫薇的幸福在一剎那间瓦解崩裂，她将如何面对？萧剑、小燕子和乾隆间的杀父之…
",

,飘（下）（经典世界名著）, 图书 / 虚构 ,,"故事以19世纪60年代美国南北战争和战后重建时期为背景，以女主人公郝思嘉曲折、哀婉的生活、爱情与婚姻故事为主线，描绘了内战前后美国南方人的生活。小说在描绘人物生活与爱情的同时，勾勒出…
",

,为了美好生活新愿景：岩松夏丹十八大观察, 图书 / 非虚构 ,,"本书记录的，是短短六期“十八大观察”的节目内容。呈现的，是未来5年、10年甚至更长时间，中国前行的道路和方向。见证的，是一群有点疑惑，有点犹豫，有点忐忑，但最终还是选择勇往直前、突…
",

,还珠格格：第一部（下）, 图书 / 虚构 ,,"宫中的冒牌格格小燕子日渐得宠，宫外的正牌格格紫薇却妾身未明，为了让她们俩各归其位，尔康、永琪、尔泰不得不冒被杀头的危险，把紫薇送进宫中…… 琼瑶，本名陈喆，台湾最著名女作家、影…
",

,朱莉去哪儿了？, 图书 / 虚构 ,,"本剧荣获2001年肯尼迪中心美国大学生戏剧节二区编剧奖、2008年西北地区高中戏剧节最佳制作、最佳女主角、最佳女配角、最佳声效奖。 15岁的朱莉离家出走了，是为了逃离粗言秽语又酗酒成性的父…
",

,还珠格格第一部（套装全2册）, 图书 / 虚构 ,,"两个背景不同、性格迥异的女子小燕子和紫薇相遇在几次混乱中，莫名地一见如故，结拜为姐妹。这时，小燕子才知道紫薇千里迢迢来找寻的父亲，竟是当今圣上乾隆！……宫中的冒牌格格小燕子日渐得…
",

,还珠格格第二部（套装全3册）, 图书 / 虚构 ,,"乾隆二十五年，新疆王将掌上明珠含香献给乾隆皇帝。小燕子、紫薇、永琪、尔康得知含香和心上人蒙丹的相恋故事，竟路见不平，决定要助有情人终成眷属，甚至把蒙丹偷带入宫……中册：小燕子、紫…
",

,纳尼亚传奇：凯斯宾王子, 图书 / 虚构 ,,"千余年后的纳尼亚被入侵的台尔马人占领数百年，小矮人、树精、能言兽等逐渐绝迹。纳尼亚此时的国王米拉兹弒兄篡位，侄子凯斯宾王子一直被蒙在鼓里，后经家庭教师克奈尔斯博士相告才得知真相。…
",

,还珠格格第三部（套装全3册）, 图书 / 虚构 ,,"小燕子和紫薇婚后，到底发生了一些什么事？大而化之、状况不断的小燕子，能够当五阿哥的贤内助吗？乾隆南巡，又发生了什么事？夏盈盈和乾隆的忘年之爱，掀起了怎样的轩然大波？才华横溢的知画…
",

,中国现代性的影像书写, 图书 / 非虚构 ,1,"《中国现代性的影像书写：新时期改革题材电视剧研究》重点从“主题思想”、“人物塑造”、“艺术叙事”、“现代性体验”、“艺术生产”和“艺术接受”等几个主要方面来揭示和阐述改革题材电视…
",

7.4,欢乐颂. 典藏版 3, 图书 / 虚构 ,16,"海归的高管，初入职场的乖乖女，犯傻的小职员，胡同里不能低下头的公主加上富二代的小奸商。 五个性格迥异的女生，五种不一样的青春，在一栋名为欢乐颂的公寓里，上演着关于成长，关于爱情，…
",

,苍天有泪（套装全3册）, 图书 / 虚构 ,,"在一夕之间,雨凤和雨鹃这对绝色的姐妹，竟尝尽人间最大的悲剧！展家二少爷的一把火，烧尽了寄傲山庄、烧死了父亲、更烧掉全部的希望。带着三个年幼的弟妹，柔弱的雨凤和倔強的雨娟怎么挑得起…
",

,纳尼亚传奇：能言马与男孩, 图书 / 虚构 ,,"穷苦男孩沙斯塔和能言马布里一起逃离卡乐门，前往幸福的国度纳尼亚。在狮子的追赶下，他遇到阿拉维斯和她的能言马赫温。他们结伴同行，但刚走到塔什班城，沙斯塔和阿拉维斯的原定计划就被打乱…
",

,漫不经心的传奇：法国电影与电影的法国 , 图书 / 非虚构 ,3,"《漫不经心的传奇：法国电影与电影的法国》是一部透过法国电影咂摸法国文化的佳作。 本书贯穿着作者对法国社会和文化长达十年的观察、体验与求证，电影成为作者向读者描绘法国的最好介质，因…
",

,谎言西西里, 图书 / 虚构 ,,"来自韩国的大男孩俊浩在意大利西西里岛长大，他的身上有着如同阳光一般和煦的热情，一点点融化了中国少女小悠冰冷的面具。 是不是每一段温暖的开始，都会如愿伴随着阳光结束？ 小悠思来想去…
",

,激情燃烧的岁月, 图书 / 虚构 ,,"这是一个关于爱情持久战的故事：一个无坚不摧的战斗英雄，一次激情的遭遇，他陷入了一场爱情的持久战，他用他的毕生占领了他心爱女人的心，他爱得那么深、那么无怨无悔…… 全国解放前夕，在…
",

,纳尼亚传奇1：狮子·女巫·魔衣橱, 图书 / 虚构 ,,"《纳尼亚传奇1：狮子·女巫·魔衣橱》讲述了，彼得、苏珊、爱德蒙、露茜通过乡间大宅里的一个魔衣橱来到了神奇的纳尼亚。 在那里，四兄妹与阿斯兰一同击败了白女巫，收复了纳尼亚。四兄妹在…
",

,青年霍元甲（上）, 图书 / 虚构 ,,"霍父是镖局元老，后退隐江湖，不希望子承旧业。可过去的仇人非要置霍家于死地。大难来临之时， 霍元甲无力拯救家人，受尽屈辱。突击学艺，救全家和乡亲们于水火之中。成为全村英雄。他被恶势…
",

,长恨歌, 图书 / 虚构 ,,"一个女人40年的情与爱，被一枝细腻而绚烂的笔写得哀婉动人，跌宕起伏。 20世纪40年代，还是中学生的王琦瑶被选为“上海小姐”，从此开始命运多舛的一生，做了某大员的“金丝雀”，从少女变…
",

,聂隐娘：唐传奇精选（文白对照插图本）, 图书 / 虚构 ,5,"本书是唐代裴鉶所著文言短篇小说集《传奇》中的一篇。唐传奇的出现是我国文言小说成熟的标志，其中很多作品对后世的文学经典创作有着深远的影响。比如王实甫的《西厢记》就是取材于唐代传奇《…
",

,神探夏洛克·5, 图书 / 虚构 ,,"《神探夏洛克》是近年上映的英剧作品，主演“卷福”(本尼迪克特康伯巴奇）“花生”（马丁弗瑞曼）凭借该系列剧集一炮走红，后来分别在获奖影片《霍比特人》《模仿游戏》《为奴十二年》中担纲…
",

,再见，老男孩, 图书 / 虚构 ,1,"经典怀旧剧情《老男孩》后续故事，感人怀旧，催泪情节——筷子兄弟一夜成名之后，肖大宝却意外车祸成为了植物人……王小帅会为自己的梦想继续单飞么？校花马玲最终离开了包子，她是否会回到植…
",

,王禅传奇, 图书 / 虚构 ,,"小说《王禅传奇》，是在电视剧的基础上改编而成。故事通过文学艺术手段描写，情节生动感人，人物性格表现的都活灵活现，故事走向明确，悬念新颖。如传说中说：王禅能“呼风唤雨，撒豆成兵”，…
",

,宁波商帮, 图书 / 非虚构 ,,"本书收录周时奋在影视文学创作领域的专题片作品和解说词11篇，主要有《宁波商帮》、《中国越剧》、《认识宁波》和《慈城》等，大多创作于21世纪初。其中《中国越剧》为袁雪芬等越剧大家和越剧…
",

,后厨, 图书 / 虚构 ,2,"《后厨》五星级酒店的行政总厨徐冰，身为女性，年过三十，统帅着一个上百人的大厨房，关起门来，她就是这个厨房的女王。她下面有若干二厨，若干三厨，若干帮厨，从他们的服色，领巾，以及帽子…
",

,青年霍元甲（全集）, 图书 / 虚构 ,,"霍父是镖局元老，后退隐江湖，不希望子承旧业。可过去的仇人非要置霍家于死地。大难来临之时， 霍元甲无力拯救家人，受尽屈辱。突击学艺，救全家和乡亲们于水火之中。成为全村英雄。他被恶势…
",

,梦回唐朝（下）, 图书 / 虚构 ,,"天海博物馆研究员李冰荷和李宇凡是一对对唐朝历史十分痴迷的兄妹，孪生通心，所以姐弟二人常做同一个梦。冰荷与宇凡在追寻被盗文物的路上发生车祸……宇凡为了唤醒昏迷不醒的姐姐一再潜入唐朝…
",

,呼啸山庄, 图书 / 虚构 ,2,"吉卜赛弃儿希斯克利夫被呼啸山庄的主人恩肖先生收养后，与其女凯瑟琳相互爱慕，并且反抗其子亨得利的专横暴虐。凯瑟琳因为和希斯克利夫社会地位的悬殊以及自己的虚荣心，接受了画眉山庄的主人…
",

,女明星奋斗史, 图书 / 虚构 ,1,"影视圈一直是无数少男少女向往的天堂，一直以来多少人都以为影视圈风光无限，金钱重磅，名利双收，事实上，多少俊男美女为了星光大道成名之路，都付出了不为人之的惨痛代价...... 本小说真实…
",

,天机, 图书 / 虚构 ,,"本书以元代名画《富春山居图无用师卷》被偷一事为线索，讲述主人公胡林楠临危受命，用自己过人的智慧协助警方追回被盗国宝的故事。而在案件侦破的过程中，也揭开了被历史掩藏的惊天秘密。原来…
",

,纳尼亚传奇：魔法师的外甥, 图书 / 虚构 ,1,"迪格雷和波莉被安德鲁舅舅利用魔戒，送到一个可以通往不同世界的神秘树林。在树林里，两人用魔戒穿梭到恰恩城。好奇心让迪格雷敲响了宫殿内的小钟，打破了禁锢恰恩城的魔咒，导致恰恩城彻底崩…
",

8.0,西游记, 图书 / 虚构 ,12,"《西游记》为明代小说家吴承恩所著。取材于《大唐西域记》和民间传说、元杂剧。宋代《大唐三藏取经诗话》（本名《大唐三藏取经记》）是西游记故事见于说话文字的最早雏形，其中，唐僧就是以玄…
",

,控制, 图书 / 虚构 ,1,"本书是2013年度姚晨、吴彦祖主演的电影《控制》的原著小说。讲述了主人公马克为了母亲替公司做伪证，遭神秘人要挟，被迫去银行盗巨款。而银行经理竟是马克的初恋情人，取钱后两人旧情复燃。之…
",

,怦然心动, 图书 / 虚构 ,3,"布莱斯全家搬到小镇，邻家女孩朱莉前来帮忙。她对他一见钟情，心愿是获得他的吻。两人是同班同学，她一直想方设法接近他，但是他避之不及。她喜欢爬在高高的梧桐树上看风景。但因为施工，树要…
",

,石油母亲, 图书 / 虚构 ,,"韦庄一条很深的巷子，两边是参差不齐而又十分简陋的土坯房。土墙上依稀可见已经褪色的“农业学大寨”的标语。一个穿着短袖花格子上衣、身材壮实的农村中年妇女一边急速奔跑，一边扯着嗓子大喊…
",

,大汉王朝, 图书 / 虚构 ,,"本书包括《铁梨花》《淝水大战》《初夏的风》《地狱究竟有几层》《大汉王朝（上集）》和《大汉王朝（下集）》。从晋陕交界的抢亲事件到滇西南的抗日战场，从爱恨纠葛的情感恩怨到硝烟弥漫的家…
",

,三国演义, 图书 / 虚构 ,2,"《三国演义》是中国古典四大名著之一，是中国第一部长篇章回体历史演义小说，全名为《三国志通俗演义》，作者是元末明初的小说家罗贯中。 《三国演义》描写了从东汉末年到西晋初年之间近105…
",

,校花诡异事件, 图书 / 虚构 ,,"中国版《人鬼情未了》完美演绎。 将脸藏在阴影处的老板；笑容如鬼娃花子般诡异的老板娘；全身湿淋淋贞子般恐怖的红衣女人；皮肤惨白发出夜枭哭声的小男孩…… 深山古镇里，一夜之间，小镇旅…
",

,悔丁族, 图书 / 虚构 ,1,"故事讲述了一对典型的“悔丁”夫妻梅亚楠和向志远，妻子随着年龄增长面临不能生育的危机，更糟糕的是此时她发现一向坚持“丁克”的丈夫早已经迫切地想要一个孩子了。而他们的好友，相恋多年“…
",

,蜀山战纪之剑侠传奇, 图书 / 虚构 ,,"作为蜀山三杰之一的上官警我本是门中潇洒不羁的风云人物，却因不满师父断他一臂，又被禁闭在伏魔谷而心生怨念，于是修炼禁术血影神功，加之体内有赤魂石能量，使得他走火入魔，在师兄诸葛驭我…
",

,功夫婆媳, 图书 / 虚构 ,,"三流国标舞者任小弦婚前得知未婚夫黄乐宗竟是武术世家的贵公子。不料这个麻雀变凤凰的浪漫开始，却随着黄乐宗在蜜月期的神秘失踪，变成了“噩梦”。 身为武术大师的婆婆梅超英在经历失子之痛…
",

,银椅（中英双语）, 图书 / 虚构 ,2,"深深的地下，邪恶的魔法之网囚禁着一位王子。 纳尼亚……那里猫头鹰召开议会，当邪恶编织着魔咒……巫术征服了大地。 尤斯塔斯和女生吉儿被一群坏学生所追赶，逃进了一扇通往荒野的小门，意…
",

,蜀山战纪之剑侠传奇（第五部）, 图书 / 虚构 ,,"这一刻，丁隐已然降服了心魔，战胜了宿命，看化了仇恨，超越了生死。如果说他的人生，是一场连着一场为人操控的傀儡戏目，那么他此刻已然挣断了一切命运的伏线，可以笑忘前愆，将业火化作红莲…
",

,如果可以这样爱（下）, 图书 / 虚构 ,2,"这辈子，欲罢不能，我只能献出蓬勃的心跳延续我对你爱的坚持；下辈子，你一定要给我更早的机会相遇，我们只能是彼此的唯一。 三年光阴转瞬即逝，他跟她心里隔着汪洋大海，不论是他过来还是她…
",

,锋刃, 图书 / 虚构 ,1,"东华洋行行长沈西林，在天津商界呼风唤雨。但很少有人知道，他还有另外一个身份：汪伪政权特务委员会情报处处长。他花天酒地，左右逢源。然而日本陆军情报机关新派来的大佐武田弘一却对其身份…
",

,莱西回家, 图书 / 虚构 ,,"乔·凯拉克劳福非常难过，他怎么也弄不明白父母为什么把莱西卖掉；而莱西同样也不明白为什么主人把她送到一个陌生的环境中。她一次次从新家逃脱，一次次履行她终身 的义务——去学校门口等待…
",

,赌玉, 图书 / 虚构 ,1,"雕刻高手顾一诺因为祖上遗留下来的恩仇纠葛，带着妹妹潜入家乡寻凶，却误打误撞爱上不该爱的女子郑雪竹。随后顾一诺深陷各种危险困境之中，面对一个又一个生死挑战，他依旧痴心不改，最终与有…
",

,007谍海系列：霹雳风暴, 图书 / 虚构 ,,"传奇特工007－詹姆斯·邦德驰骋荧屏40年，经典电影原著小说中国大陆首次引进出版、震撼登陆。 詹姆斯·邦德大战魔鬼党——掀起《霹雳风暴》，同名电影荣获第38届奥斯卡最佳视觉效果奖，好莱…
",

,铁面歌女, 图书 / 虚构 ,,"20世纪30年代的上海滩，玫瑰庄园的新女主人阿布，被夜色深处神秘的歌声吸引。当她在重重迷雾中寻找真相时，真正的幕后操纵者正隐藏在黄浦江畔对她虎视眈眈。原来，丈夫白一鸣（陆毅饰）是“海…
",

,神探夏洛克·4, 图书 / 虚构 ,1,"《神探夏洛克》是近年上映的英剧作品，主演“卷福”(本尼迪克特康伯巴奇）“花生”（马丁弗瑞曼）凭借该系列剧集一炮走红，后来分别在获奖影片《霍比特人》《模仿游戏》《为奴十二年》中担纲…
",

,说好永远陪伴你, 图书 / 虚构 ,1,"这是一个深情动人的人狗之间感情的故事，是《在轮回中找你》的延续。小说的主题是“轮回”与“狗狗爱人”。 从书中的女主角克拉丽缇朱恩CJ的孩提时代起，就有一只忠诚的狗狗一直守护着她。CJ…
",

,青年霍元甲（下）, 图书 / 虚构 ,,"霍父是镖局元老，后退隐江湖，不希望子承旧业。可过去的仇人非要置霍家于死地。大难来临之时， 霍元甲无力拯救家人，受尽屈辱。突击学艺，救全家和乡亲们于水火之中。成为全村英雄。他被恶势…
",

,女管家, 图书 / 虚构 ,,"东方靖琪幼年时家中发生巨变，义父吴啸天将其收养并教授其医术。长大成人后，心怀仇恨的东方靖琪用化名进入暨阳县药商杜远山府里做丫鬟。在实施复仇计划的过程中，靖琪却发现当年的惨剧另有隐…
",

,幸福时光, 图书 / 虚构 ,,"本书收录了《幸福时光》的电影小说和拍摄剧本，并附有创作备忘录，第一次向世人展示了一个著名导演和他的主创人员如何将一部电影进行到底……。 作者: 鬼子
",

,金黄血红, 图书 / 虚构 ,,"《金黄血红》设置的故事情节，跌宏起伏，曲折复杂。剧本自始至终围绕筹集黄金和护送黄金这条主线而展开故事。我党私、密筹集黄金送延安，马主招日寇得到密报后，千方百计抢夺黄金，偷运东京。…
",

,夏天，十九岁的肖像, 图书 / 虚构 ,6,"那年夏天，与你共赏的海，我是不会忘记的。 因事故住院的青年，对病房窗外一户独门独院的小楼产生了兴趣，开始观察起那一家人的生活来。不料，某个夜晚，他似乎目击到了那家的女儿杀掉父亲的…
",

,梦回唐朝（上）, 图书 / 虚构 ,,"天海博物馆研究员李冰荷和李宇凡是一对对唐朝历史十分痴迷的兄妹，孪生通心，所以姐弟二人常做同一个梦。冰荷与宇凡在追寻被盗文物的路上发生车祸……宇凡为了唤醒昏迷不醒的姐姐一再潜入唐朝…
",

category,brief,title,count,price,author,rate
 图书 / 虚构 ,"《白夜行》姊妹篇《幻夜》购买地址：http://read.douban.com/ebook/698016/ 1973年，大阪的一栋废弃建筑中发现一名遭利器刺死的男子。案件扑朔迷离，悬而未决。 此后20年间，案件滋生出的…
",白夜行,4040,,,9.6
 图书 / 虚构 ,"二十世纪三十年代，大萧条时期美国南部的一个小镇，三个孩子平静的生活被两桩冤案彻底打破。传闻与事实，坚强与软弱，正义与邪恶，忠诚与背叛，他们在痛苦与矛盾中艰难地拨开生活的重重迷雾，…
",杀死一只知更鸟,360,,,9.4
 图书 / 虚构 ,"只有你身为女人才会知道这些丑陋的秘密； 两个女人，50年的友谊和战争。 《我的天才女友》是埃莱娜·费兰特“那不勒斯四部曲”的第一部，讲述了两个女主人公莉拉和埃莱娜的少女时代。故事…
",我的天才女友,303,,,8.8
 图书 / 虚构 ,"“科幻鬼才”菲利普•迪克成长于西方科技文明创造出的崭新辉煌的时代。彼时，人类进入了太空，登上了月球，成功制造出第一台工业用机器人……科技的蓬勃发展也催生出主流科幻小说对人类创造…
",仿生人会梦见电子羊吗？,118,,,9.0
 图书 / 虚构 ,"《傲慢与偏见》主讲了奥斯丁的讽刺艺术，不仅表现在某些人物的喜剧性格上，也不仅表现在众多情节的喜剧性处理上，而且还融汇在整个故事的反讽构思中，让现实对人们的主观臆想进行嘲讽。男主角…
",傲慢与偏见,438,,,9.4
 图书 / 虚构 ,"电影《浪潮》（Die Welle）同名原著。 世界离独裁有多远？ 35岁的德国导演丹尼斯·甘赛尔（Dennis Gansel）透过他杰出的电影《浪潮》给出了一个惊人的答案：世界离独裁只有五天！ 《浪潮…
",浪潮,8,,,
 图书 / 虚构 ,"原网络著名“谋杀官员”系列，国内首部“反类型”罪案小说。本作品一经推出，立刻引发轰动效应，作者用直白、利落的笔触，透视社会夹缝中的罪恶之源，写就最悲怆的宿命。 众目睽睽下的杀人游…
",高智商犯罪：死神代言人,1390,,,9.0
 图书 / 虚构 ,"《北京遇上西雅图之不二情书》吴秀波、汤唯因《查令十字街84号》结缘，以书为证，以信为媒，演绎《查令十字街84号》新故事。 纪念作者诞辰一百周年（1916.4.15-2016.4.15）；译者陈建铭修…
",查令十字街84号,869,,,9.0
 图书 / 虚构 ,"七个短篇小说，七把扎出人性荒诞的利刃。 程耳的小说如同他的电影，循环推进，起落得当，总要人怀着好奇与疑惑，绝难一览无余。他通过冷静自律又舒缓细腻的叙述，连接往昔与现在，抖落隐秘--…
",罗曼蒂克消亡史,1049,,,8.0
 图书 / 虚构 ,"同名电视剧原著小说，唯一专有版权。 在从清末民初到建国之初的半个世纪里，一阵阵狂风掠过了白鹿原上空，而每一次的变动都震荡着它的内在结构：打乱了再恢复，恢复了再打乱，细腻地反映出白…
",白鹿原,1110,,,9.6
 图书 / 虚构 ,"《天下粮仓》姊妹篇，清朝版《人民的名义》，同名电视剧央视热播中！ 民以食为天，中国历史是三千年粮仓保卫战； 只有读懂了中华大地上的粮食，才能真正读懂中国历史； 披肝沥胆、十年磨成…
",天下粮田,2,,,
 图书 / 非虚构 ,"自1997年初版以来，《故事》一直是全世界编剧的第一必读经典，至今，仍属于美国亚马逊最畅销图书中的Top 100。集结了罗伯特•麦基30年的授课经验，本书在对《教父》《阿甘正传》《星球大战…
",故事：材质、结构、风格和银幕剧作的原理,145,,,9.4
 图书 / 虚构 ,"《妻妾成群》借旧中国特有的封建家庭模式作小说的框架，一个男人娶了四个女人做太太。但作者关心的不是一个男人如何在四个女人中周旋，如何控制她们，而是关心四个女人怎会把她们一齐拴在一个…
",妻妾成群,154,,,8.6
 图书 / 虚构 ,"宫崎骏的《起风了》，是根据零式战斗机设计师堀越二郎的人生事迹和作家堀辰雄的同名小说改编，与堀辰雄的自传体故事相契合的部分可能只有一个追求梦想的少年和薄命少女的恋爱故事。纯洁的心灵…
",起风了,21,,,7.6
 图书 / 虚构 ,"西游是一个很悲壮的故事，是一个关于一群人在路上想寻找当年失去的理想的故事。 五百年，很漫长吗？没有记忆能穿透它。没有什么是永恒的。不如忘记吧。 五百年后，戴上了金箍、忘记了自己是…
",悟空传,331,,,8.2
 图书 / 虚构 ,"《幻夜》姊妹篇《白夜行》购买地址：http://read.douban.com/ebook/680843/ 是什么样的过去，造就了她的魔性？ 是什么样的幻影，操纵着他的灵魂？ 我们只能走在幻夜的路上，即使四周明亮…
",幻夜,506,,,8.6
 图书 / 虚构 ,"此版本为中文翻译版，本书的英文原版：https://read.douban.com/ebook/23328970/ 「哈利用颤抖的手把信封翻转过来，只见上面有一块蜡封、一个盾牌饰章，大写“H”字母的周围圈着一头狮子、…
",哈利·波特与魔法石,200,,,9.8
